CODIGO TRX	DESCRIPCION TRANSACCION	TIPO CONTABILIDAD	FECHA CONTABLE	VALOR DB 1	VALOR DB 2	VALOR DB 3	ID TERCERO DB1	ID TERCERO DB2	ID TERCERO DB3	NOMBRE TERCERO DB1	NOMBRE TERCERO DB2	NOMBRE TERCERO DB3	CC DB 1	CC DB 2	CC DB 3	VALOR CR 1	VALOR CR 2	VALOR CR 3	ID TERCERO CR 1	ID TERCERO CR 2	ID TERCERO CR 3	NOMBRE TERCERO CR1	NOMBRE TERCERO CR2	NOMBRE TERCERO CR3	CC CR 1	CC CR 2	CC CR 3	COMENTARIO	TIPO DE DOCUMENTO	NUMERO DE DOCUMENTO	DOCUMENTO BASE	NUMERO DOCUMENTO BASE	CUENTA	CAMPO_NUMERICO_1	CAMPO_ALFANUMERICO_2	CAMPO_ALFANUMERICO_3	CAMPO_ALFANUMERICO_4	CAMPO_ALFANUMERICO_5	CAMPO_ALFANUMERICO_6	CAMPO_ALFANUMERICO_7	CAMPO_ALFANUMERICO_8	CAMPO_ALFANUMERICO_9	CAMPO_ALFANUMERICO_10	CAMPO_ALFANUMERICO_11	CAMPO_ALFANUMERICO_12	CAMPO_ALFANUMERICO_13	CAMPO_ALFANUMERICO_14	CAMPO_ALFANUMERICO_15
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	99227	81326	82840497CC	71848	2025-03-10	2025-03-29	2025-05-01	3874	71	813	79	Caja CCC	AC	HE	72	7088
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	29331	29803	68631489BB	14881	2025-03-19	2025-04-21	2025-05-19	6334	14	518	21	Caja BBB	AC	HE	34	1417
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	10859	29471	87528176BB	17377	2025-03-01	2025-04-03	2025-05-20	1361	97	196	59	Caja AAA	AC	HE	87	7788
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	73029	79640	44390972AA	97993	2025-02-21	2025-04-08	2025-04-25	1197	51	862	83	Caja BBB	BC	GE	38	9162
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	50599	35123	28501098AA	49994	2025-03-13	2025-04-06	2025-05-21	4974	54	213	50	Caja AAA	AC	HE	11	2704
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	17100	64164	12228159CC	62306	2025-03-09	2025-04-17	2025-05-06	5986	66	665	98	Caja BBB	BC	FE	96	3076
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	74935	21032	95462065AA	43725	2025-03-05	2025-04-11	2025-04-29	6150	92	942	22	Caja AAA	CC	GE	81	5440
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	29249	86546	31012951AA	46021	2025-03-13	2025-04-20	2025-04-24	4807	35	713	28	Caja BBB	CC	HE	58	6967
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	83542	85933	50797709BB	90909	2025-02-25	2025-03-30	2025-04-26	9499	45	419	71	Caja BBB	CC	HE	21	1287
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	12746	82122	57441329CC	53772	2025-03-18	2025-03-25	2025-05-02	4623	93	818	55	Caja CCC	AC	GE	38	6824
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	48310	84813	25528446AA	42561	2025-02-21	2025-04-14	2025-05-08	7611	20	307	39	Caja AAA	CC	FE	16	7549
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	90560	10951	44355565AA	58989	2025-03-12	2025-04-12	2025-05-03	2225	13	197	47	Caja AAA	BC	GE	48	3495
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	14486	35320	55027301CC	56471	2025-02-27	2025-03-26	2025-05-16	6676	35	310	42	Caja AAA	CC	FE	61	2348
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	48051	47023	64093037BB	28083	2025-03-01	2025-04-15	2025-05-12	4116	56	704	65	Caja CCC	BC	GE	41	8470
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	97464	39544	32099531CC	73405	2025-03-12	2025-04-21	2025-05-08	6519	27	797	14	Caja CCC	AC	FE	87	4221
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	81678	30240	53669284AA	26648	2025-03-01	2025-03-29	2025-05-10	7332	57	907	92	Caja CCC	CC	GE	16	9691
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	45703	89501	17045562CC	53267	2025-03-07	2025-04-14	2025-05-19	8951	49	526	39	Caja AAA	AC	HE	35	2183
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	33391	53882	56136250AA	97913	2025-02-25	2025-04-07	2025-05-19	7925	94	148	67	Caja BBB	AC	FE	76	3145
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	91561	67896	52638723CC	68250	2025-03-10	2025-03-30	2025-05-16	2336	47	288	30	Caja BBB	AC	HE	59	9838
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	76207	23191	89999517CC	54496	2025-03-13	2025-03-26	2025-05-02	1728	85	727	57	Caja AAA	CC	HE	92	5753
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	80890	71617	58681954AA	94219	2025-02-24	2025-03-25	2025-05-16	1277	16	903	22	Caja CCC	CC	HE	85	7161
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	70555	79045	12650171AA	50108	2025-03-02	2025-04-03	2025-04-29	1213	15	797	59	Caja BBB	CC	HE	33	2476
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	62846	63339	73708629CC	60101	2025-02-25	2025-04-10	2025-05-15	8397	40	329	39	Caja CCC	BC	HE	75	1128
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	68790	51715	91224651BB	16002	2025-03-08	2025-04-13	2025-05-14	2158	64	871	28	Caja AAA	AC	HE	16	2299
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	62490	17072	81855905BB	63964	2025-03-21	2025-04-05	2025-05-01	2195	73	321	59	Caja AAA	CC	HE	81	8362
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	78147	23997	13123319CC	51639	2025-03-09	2025-03-30	2025-05-10	9791	85	501	57	Caja BBB	CC	GE	66	3668
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	96720	12116	26789229AA	16001	2025-03-01	2025-04-08	2025-04-26	7750	67	143	42	Caja CCC	BC	GE	60	1464
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	83112	56385	20822332CC	65026	2025-03-02	2025-04-05	2025-05-01	7172	38	223	57	Caja CCC	CC	FE	76	7666
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	94130	43562	28661908AA	16005	2025-03-15	2025-04-20	2025-05-13	9710	78	316	49	Caja AAA	AC	GE	70	3968
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	54586	76479	24315129AA	22112	2025-03-19	2025-03-31	2025-04-23	1735	84	557	99	Caja CCC	BC	HE	26	3718
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	36012	95820	53642473AA	73228	2025-03-19	2025-03-23	2025-05-18	2305	10	683	96	Caja BBB	BC	FE	54	7125
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	73454	13825	37696619BB	83639	2025-02-28	2025-04-18	2025-04-22	4903	45	914	45	Caja CCC	CC	GE	35	5423
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	13040	26563	50066098BB	72647	2025-03-02	2025-04-01	2025-05-16	5146	80	397	20	Caja AAA	AC	GE	98	4058
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	38171	77600	43119925CC	32527	2025-03-12	2025-04-02	2025-05-06	6772	26	596	82	Caja CCC	CC	GE	88	5675
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	92674	51622	85146784CC	25218	2025-03-03	2025-03-27	2025-05-14	3964	39	209	43	Caja AAA	BC	FE	32	8676
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	36960	57379	46695954BB	65232	2025-03-09	2025-03-31	2025-04-27	3275	18	836	13	Caja AAA	CC	FE	70	7371
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	43885	32818	70463339BB	63601	2025-03-20	2025-04-06	2025-04-25	9700	12	199	52	Caja AAA	BC	HE	68	4544
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	46039	72836	90185230AA	14377	2025-03-16	2025-03-27	2025-04-22	3464	90	295	66	Caja CCC	BC	FE	44	9231
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	55146	12128	91290821AA	79399	2025-03-06	2025-04-13	2025-05-09	3104	64	960	20	Caja CCC	AC	HE	58	2610
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	19570	98673	50889324CC	75508	2025-03-10	2025-03-31	2025-05-11	3635	65	328	90	Caja AAA	CC	GE	46	2618
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	48719	63205	88738904CC	96570	2025-03-04	2025-03-24	2025-05-15	1870	23	662	46	Caja BBB	CC	HE	21	7113
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	64026	40604	58319090AA	81583	2025-03-19	2025-04-17	2025-05-19	5820	82	605	13	Caja BBB	BC	FE	99	3193
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	64452	26655	20259030BB	40232	2025-03-12	2025-03-24	2025-05-14	1012	39	979	79	Caja CCC	CC	GE	67	7368
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	58572	47307	81450340CC	44813	2025-03-14	2025-04-09	2025-04-29	9556	40	834	73	Caja CCC	BC	GE	94	7599
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	97285	58858	85801365CC	26896	2025-03-02	2025-04-21	2025-05-20	2618	77	592	46	Caja AAA	CC	HE	76	2192
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	60947	36914	90473335AA	24073	2025-03-07	2025-04-20	2025-04-29	2357	93	670	80	Caja AAA	BC	FE	17	2913
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	89106	80222	11239153CC	11495	2025-03-08	2025-04-07	2025-05-01	6448	52	710	44	Caja CCC	BC	FE	81	4320
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	18035	85735	99593490CC	65164	2025-03-11	2025-03-23	2025-04-27	5125	61	484	57	Caja AAA	CC	FE	42	6903
AF265	DEP EQ ELECTRICOS	7115	2025-02-19	1000000.02	N/A	N/A	70	71	N/A	abc	N/A	N/A	123	N/A	N/A	1000000.02	N/A	N/A	80	81	N/A	abc	N/A	N/A	123	N/A	N/A	prueba	T90	123	as	123	81704	47163	74910212AA	78350	2025-02-24	2025-03-29	2025-05-18	2122	79	698	26	Caja CCC	BC	FE	23	6366
